"Mid","MGenre","MName","PYear","Did","Views","Rid"
9906,"Comedies","10 Days in Sun City",2017,"4700",2011498,9894
6073,"Dramas","93 Days",2016,"3574",15177148,2838
7192,"Horror Movies","Eli",2019,"7185",3440608,4439
3091,"Dramas","In My Country",2018,"7233",6330862,7817
9848,"Comedies","Love, Surreal and Odd",2017,"2833",16723109,7830
3789,"Dramas","New Money",2018,"3921",13175533,2684
4981,"Comedies","Seventeen",2019,"6073",17800422,5628
4958,"Action & Adventure","Tatu",2017,"9363",6021846,7937
6826,"Comedies","The Laundromat",2019,"6504",2372676,5346
6786,"Dramas","Up North",2018,"3921",12345677,7098
1586,"Comedies","Upstarts",2019,"9870",5997641,5295
5812,"Dramas","Verses of Love 2",2017,"2981",14838590,3567
7132,"Dramas","Mr. Chandramouli",2018,"5664",12191401,2801
2359,"Children & Family Movies","The Karate Kid",2010,"7513",5758710,2896
7119,"Children & Family Movies","My Babysitter's a Vampire: The Movie",2010,"1262",5499289,2572
9316,"Stand-Up Comedy","Patton Oswalt: Annihilation",2017,"4585",3784760,4772
7633,"Stand-Up Comedy","Park Na-rae: Glamour Warning",2019,"8037",10881575,8113
3945,"Horror Movies","Sinister 2",2015,"7185",11145857,2275
2127,"Documentaries","The Game Changers",2018,"5755",18213556,4587
3898,"Stand-Up Comedy","Ron White: If You Quit Listening, I'll Shut Up",2018,"6187",12094844,8713
6867,"Action & Adventure","Baadshaho",2017,"1606",8544540,7841
2603,"Dramas","Closed Circuit",2013,"5884",4092971,3205
2992,"Dramas","Lucknow Central",2017,"5006",17331446,5434
5639,"Documentaries","A Family Affair",2015,"9696",7691974,4541
8103,"Stand-Up Comedy","Anthony Jeselnik: Thoughts and Prayers",2015,"7805",8291433,4304
5561,"Dramas","Beasts of No Nation",2015,"4675",16906779,6820
5425,"Dramas","Circle",2015,"1078",4525312,9226
3017,"Dramas","Dark Crimes",2016,"3870",12020988,7733
6283,"Dramas","Homeland",2019,"6306",3315430,3593
4310,"Dramas","Meghnadbodh Rohoshyo",2017,"2337",15500785,4174
2972,"Dramas","Sanju",2018,"2912",8393565,2998
4071,"International Movies","A Scandall",2016,"9499",8338996,2996
6071,"Dramas","Aisa Yeh Jahaan",2015,"4695",8289524,9193
5863,"Dramas","Ankur Arora Murder Case",2013,"5398",15935064,8726
9685,"Documentaries","Belief: The Possession of Janet Moses",2015,"3003",9160665,3745
5901,"Dramas","Calendar Girls",2015,"4904",15176257,7354
9833,"Dramas","Darra",2016,"8145",19616015,2471
7651,"Documentaries","El Che",2017,"4067",14437726,9558
6673,"Dramas","Gour Hari Dastaan: The Freedom File",2015,"7489",1784068,3438
2170,"Dramas","Jal",2013,"2064",12319352,7652
6432,"Horror Movies","Macchli Jal Ki Rani Hai",2014,"8013",9122751,4424
7783,"Thrillers","Money",2016,"9172",13718074,6933
8697,"Dramas","One Night Stand",2016,"2775",10947317,3173
4068,"Dramas","OtherLife",2017,"2687",6927892,9899
9972,"Action & Adventure","Sardaarji 2",2016,"8381",13285887,6599
6244,"Comedies","Singapore",1960,"9054",4060942,2305
8004,"Comedies","Story of an Egg",2017,"6104",1404624,8986
4050,"Action & Adventure","Tamanchey",2014,"1074",2535757,7893
1627,"Comedies","Teshan",2016,"6202",12368772,4429
4996,"Dramas","Ujala",1959,"1484",8431379,6638
8710,"Action & Adventure","Veerappan",2016,"9433",10663701,2467
4849,"Comedies","A Mighty Team",2016,"7200",13675351,3422
9044,"Action & Adventure","Berserk: The Golden Age Arc I - The Egg of the King",2012,"5643",14008331,9406
2934,"Action & Adventure","Bleach The Movie: Fade to Black",2008,"1134",4886429,5649
8709,"Action & Adventure","Bleach the Movie: Hell Verse",2010,"1134",6582338,4981
1601,"Comedies","Blind Date",2015,"1725",2434880,3877
5143,"Action & Adventure","Naruto Shippûden the Movie: Bonds",2008,"7915",14781692,3596
7249,"Action & Adventure","Naruto Shippuden: The Movie",2007,"7915",16893713,6566
8754,"Stand-Up Comedy","Martin Matte: La vie, la mort...eh la la..!",2019,"9320",14516668,4138
5565,"Comedies","This Is Not What I Expected",2017,"6170",2253319,6996
6942,"Documentaries","Sky Ladder: The Art of Cai Guo-Qiang",2016,"8611",19398854,2022
4503,"Dramas","Suburra",2015,"6107",18223907,4418
4956,"Stand-Up Comedy","Russell Peters: Notorious",2013,"3616",5163742,2396
3869,"Dramas","Street Flow",2019,"1119",2203224,9224
6830,"Dramas","Soorma",2018,"7404",12026434,9729
4177,"Comedies","Blessed Benefit",2016,"7266",6375320,9180
4472,"Dramas","Clair Obscur",2016,"8480",16116542,6044
1952,"Stand-Up Comedy","El Especial de Alex Fernández, el Especial",2017,"7347",18613774,8433
3901,"Comedies","The Babysitter",2017,"5785",7967639,2418
6084,"Comedies","The Meyerowitz Stories (New and Selected)",2017,"5591",16698303,9174
7637,"Comedies","Mascots",2016,"4204",2144922,9380
4967,"Horror Movies","Apostle",2018,"6932",11914305,6868
9920,"Horror Movies","Errementari: The Blacksmith and the Devil",2018,"4356",11912378,4664
7549,"Horror Movies","Kuntilanak",2018,"8706",7299961,6721
2314,"Dramas","The Kindergarten Teacher",2018,"3905",10129071,9809
2073,"Comedies","Barakah Meets Barakah",2016,"8418",1623848,5765
5608,"Comedies","Bomb Scared",2017,"6951",4116318,7538
8962,"Music & Musicals","Justin Timberlake + the Tennessee Kids",2016,"6050",10189975,4068
2143,"Children & Family Movies","Iron Man & Captain America: Heroes United",2014,"7655",16092457,8957
8737,"Comedies","Bygones Be Bygones",2017,"8915",15461386,4104
9564,"Dramas","El Camino: A Breaking Bad Movie",2019,"9558",5089427,6185
1547,"Thrillers","Fractured",2019,"1260",12235636,2228
4936,"Dramas","The Bling Lagosians",2019,"1340",1631702,5602
9012,"Dramas","The Forest of Love",2019,"9280",5067654,2777
8619,"Horror Movies","The Influence",2019,"9579",6973968,7603
2673,"Dramas","Filosofi Kopi The Movie",2015,"8083",7302651,4003
9077,"Dramas","اشتباك",2016,"5169",6416056,3297
8539,"International Movies","GEN HOSHINO STADIUM TOUR “POP VIRUS”",2019,"4706",11441543,4242
9219,"Dramas","22-Jul",2018,"4610",11009120,8949
4107,"Cult Movies","Tales From the Hood 2",2018,"4007",11420566,5840
5353,"Stand-Up Comedy","Christina P: Mother Inferior",2017,"7887",13126597,2650
7376,"Stand-Up Comedy","Chelsea Handler: Uganda Be Kidding Me Live",2014,"5994",12921376,9703
3028,"Dramas","300 Miles to Heaven",1989,"5919",2669734,2425
5857,"Horror Movies","A.M.I.",2019,"4965",4459062,9072
3089,"Thrillers","Along Came a Spider",2001,"5008",4804915,7672
8867,"Children & Family Movies","Alpha and Omega 2: A Howl-iday Adventure",2013,"8060",5898661,4621
6192,"Action & Adventure","Bad Boys",1995,"8386",4311587,7556
4851,"Action & Adventure","Bad Boys II",2003,"8386",11172588,5120
2334,"Dramas","Blow",2001,"4305",11262528,4340
3779,"Cult Movies","Candyman",1992,"9468",1433951,2486
8960,"Action & Adventure","Charlie's Angels",2000,"5785",11552422,9675
3049,"Action & Adventure","Charlie's Angels: Full Throttle",2003,"5785",8307897,2455
5622,"Dramas","Crash",2004,"3670",14853412,3375
8232,"Comedies","Dumb and Dumberer: When Harry Met Lloyd",2003,"5080",4475137,6295
4398,"Children & Family Movies","Earth to Echo",2014,"1532",9133873,9273
9853,"Comedies","Escape from the ""Liberty"" Cinema",1990,"2310",1242701,6139
3320,"Action & Adventure","Exit Wounds",2001,"1306",18771015,6274
9665,"Dramas","First Kiss",2018,"1468",18329228,2143
5664,"Children & Family Movies","Good Burger",1997,"8287",12409278,7776
9416,"Comedies","Good Luck Chuck",2007,"5752",7277062,8677
6606,"Comedies","Harold & Kumar Escape from Guantanamo Bay",2008,"8955",2383788,3938
2100,"Dramas","Honey 2",2011,"8144",6845752,5783
3258,"Classic Movies","Hotel Pacific",1975,"2948",6733569,3003
2217,"Horror Movies","House of the Witch",2017,"3940",6837325,9316
3606,"Dramas","Jealousy and medicine",1973,"2948",18629809,7191
5842,"Sci-Fi & Fantasy","Knowing",2009,"4766",19769271,6603
2518,"Horror Movies","Medium",1985,"9189",10105422,9962
3519,"Action & Adventure","Men in Black II",2002,"7241",11927980,8161
5423,"Stand-Up Comedy","Nikki Glaser: Bangin’",2019,"1462",15827068,2221
2042,"Comedies","No Reservations",2007,"7865",9821776,2672
6742,"Action & Adventure","Ocean's Thirteen",2007,"6504",7741302,3669
9256,"Action & Adventure","Ocean's Twelve",2004,"6504",4209202,2879
9731,"Documentaries","One Direction: This Is Us",2013,"2433",2876204,2147
1795,"Classic Movies","Raging Bull",1980,"4704",16901303,2399
6643,"Children & Family Movies","Rugrats in Paris: The Movie",2000,"2602",18704713,3490
7352,"Horror Movies","Scream 2",1997,"3931",15294297,3082
3429,"Documentaries","Senna",2010,"5700",15770486,6040
6056,"Action & Adventure","Sin City",2005,"3472",14533055,9370
2263,"Horror Movies","Sinister Circle",2017,"4661",16726475,6611
7065,"Action & Adventure","Supergirl",1984,"2770",17625228,3913
9349,"Action & Adventure","Superman Returns",2006,"2977",18162188,2693
3233,"Children & Family Movies","Surf's Up",2007,"7671",811187,3538
9809,"Action & Adventure","The Bounty Hunter",2010,"2752",18778007,8781
1621,"Comedies","The Bucket List",2007,"1560",11251464,8894
4546,"Comedies","The Cruise",1970,"5043",18929564,3750
1997,"Horror Movies","The Figurine (Araromire)",2009,"7356",3948089,4779
2542,"Children & Family Movies","The Flintstones",1994,"4084",19185880,7017
1875,"Children & Family Movies","The Flintstones in Viva Rock Vegas",2000,"4084",5902722,3707
6061,"Dramas","The lynx",1982,"1836",2879127,8435
9807,"Dramas","The Pursuit of Happyness",2006,"3208",14538106,7130
7600,"Children & Family Movies","The Rugrats Movie",1998,"8937",6061985,8138
4233,"Dramas","The spiral",1978,"3228",13247270,3815
2418,"Comedies","The Squid and the Whale",2005,"5591",19780867,9946
9973,"Dramas","The Time Traveler's Wife",2009,"7281",3085167,9943
2986,"Comedies","Trainspotting",1996,"5077",3444050,4670
7608,"Action & Adventure","Troy",2004,"3084",12115597,8776
6747,"Children & Family Movies","Unaccompanied Minors",2006,"4466",17371777,6998
7498,"Dramas","Walking Out",2017,"3313",4107382,2074
9801,"Dramas","Weather forecast",1983,"5806",12705498,3554
7160,"Classic Movies","Westerplatte Resists",1967,"1836",13063413,9479
7584,"Action & Adventure","25 Kille",2016,"7703",19967909,9274
2865,"Children & Family Movies","A Witches' Ball",2017,"5007",16239620,3611
6172,"Horror Movies","Agyaat",2009,"9433",18030047,5131
8524,"Action & Adventure","Anjaan",2014,"1325",8346694,3548
2353,"Dramas","Bathinda Express",2016,"6277",10283062,2858
2024,"Dramas","Brooklyn's Finest",2009,"1170",15879327,5836
3313,"Dramas","Chappaquiddick",2017,"8695",8531939,8393
8411,"Dramas","Delhi 6",2009,"4132",1699554,5000
3989,"Dramas","Dev.D",2009,"9971",10844608,2926
8993,"International Movies","Dil Vil Pyaar Vyaar",2014,"5589",13126646,5652
1607,"Dramas","Dushman",2017,"1801",3354895,4355
5636,"Comedies","Ek Main Aur Ekk Tu",2012,"1637",10353600,5772
3644,"Documentaries","Fishtail",2015,"6043",6346555,5270
6899,"Dramas","Freedom at Midnight",2018,"6369",14393684,3551
5361,"Dramas","Haani",2013,"4577",18864391,2103
8444,"Comedies","Happy Go Lucky",2014,"5835",17539574,6687
5720,"Dramas","Harishchandrachi Factory",2009,"7222",19025474,9890
4517,"Action & Adventure","Jagga Jasoos",2017,"6011",12917540,7917
3784,"Comedies","Jatt James Bond",2014,"8381",13476233,3863
5934,"Action & Adventure","Jodhaa Akbar",2008,"9761",10909093,5034
3555,"Comedies","Judge Singh LLB",2015,"1998",12527567,7259
1895,"Dramas","Kaminey",2009,"2550",3486436,5187
4006,"Stand-Up Comedy","Kevin Hart: Laugh at My Pain",2011,"9486",11042671,6623
1643,"Stand-Up Comedy","Kevin Hart: Seriously Funny",2010,"8924",15340127,6457
3334,"Dramas","Khido Khundi",2018,"8381",9162954,4035
5232,"Comedies","Khoobsurat",2014,"3802",5227100,3651
6753,"Action & Adventure","Kisaan",2009,"8348",17186387,8996
9858,"Comedies","Kismat Konnection",2008,"4255",17124176,8422
4789,"International Movies","Kurbaan",2009,"6698",2433991,2915
1751,"Dramas","Lock",2016,"8886",6578600,4901
4003,"Comedies","Luv Shuv Tey Chicken Khurana",2012,"5580",1423255,7617
3568,"Comedies","Main, Meri Patni Aur Woh",2005,"5477",12166852,8689
5090,"Comedies","Manje Bistre",2017,"5967",15296620,4314
6462,"Comedies","Motor Mitraan Di",2016,"4577",8781283,6169
3845,"Action & Adventure","Mugamoodi",2012,"3020",16678987,7742
6396,"Action & Adventure","Muran",2011,"8988",6113881,9187
7225,"Comedies","My Friend Pinto",2011,"8765",7244257,7441
7776,"Children & Family Movies","My Little Pony Equestria Girls: Forgotten Friendship",2018,"8130",7204682,6909
1632,"Children & Family Movies","My Little Pony Equestria Girls: Rollercoaster of Friendship",2018,"8130",5808144,3670
9903,"Comedies","My Suicide",2009,"2297",8465974,8840
9725,"Action & Adventure","Naan Sigappu Manithan",2014,"5664",10555336,7406
3140,"Dramas","Nasha",2013,"6823",8209207,7306
1885,"Comedies","Naughty Jatts",2013,"4197",14305176,3424
8151,"Action & Adventure","Needhi Singh",2016,"1653",11822704,5135
3301,"Comedies","Peace Haven",2016,"2114",16466928,7512
1789,"Action & Adventure","Phantom",2015,"4686",15769165,5788
2269,"Horror Movies","Pizza",2014,"9053",12850125,5882
7255,"Comedies","Pooja Kiven Aa",2013,"8674",10154533,8092
8999,"Action & Adventure","Race",2008,"7849",13441109,7536
2401,"Action & Adventure","Race 2",2013,"9043",7642347,9259
3657,"Comedies","Saadey CM Saab",2015,"3565",10160412,4184
6165,"Comedies","Sat Shri Akaal England",2017,"4304",16959042,7965
5796,"Action & Adventure","Thaandavam",2012,"7205",2856957,7050
1986,"Comedies","Theeya Velai Seyyanum Kumaru",2013,"5161",2001630,2849
8878,"Action & Adventure","Tiger",2016,"7810",16818532,2584
3552,"Dramas","Udaan",2010,"6826",3245883,6753
4012,"Action & Adventure","V for Vendetta",2005,"4246",1657332,3163
9606,"Action & Adventure","Vettai",2012,"1325",5853579,9235
7313,"Comedies","Wake Up Sid",2009,"1932",11495445,5909
9159,"Dramas","We Are Family",2010,"8504",4996281,2901
4753,"Comedies","What the Jatt!!",2015,"5519",14103389,9373
6708,"Comedies","Zack and Miri Make a Porno",2008,"7992",11410150,6255
2920,"Dramas","Zindagi Kitni Haseen Hay",2016,"4625",5646655,3489
2407,"Dramas","26 Years",2012,"1360",9686192,8848
4862,"Action & Adventure","April and the Extraordinary World",2015,"8510",9072445,9695
3299,"Children & Family Movies","Barbie & Her Sisters in a Pony Tale",2013,"7955",10444842,6786
5213,"Children & Family Movies","Barbie in A Mermaid Tale",2010,"4561",17916703,4083
5785,"Children & Family Movies","Barbie in Princess Power",2015,"3920",9153680,8823
1746,"Children & Family Movies","Barbie in Rock 'N Royals",2015,"6447",11870653,4510
3861,"Children & Family Movies","Barbie Star Light Adventure",2016,"6635",1726088,4719
1956,"Children & Family Movies","Barbie: A Fairy Secret",2010,"5796",2235245,8884
2490,"Children & Family Movies","Barbie: Princess Charm School",2011,"7020",16728523,9515
7819,"Children & Family Movies","Barbie: Spy Squad",2016,"2345",17371536,9327
4629,"Children & Family Movies","Barbie: The Princess & the Popstar",2012,"7020",8003848,3093
5721,"Children & Family Movies","Barbie: Video Game Hero",2017,"2345",5406424,8491
2082,"Children & Family Movies","Boy and the World",2013,"3300",11659875,9356
9669,"Comedies","For Your Own Good",2017,"3512",1170846,6292
5778,"Comedies","Frances Ha",2012,"5591",3943507,6797
2146,"Children & Family Movies","Ghost Patrol",2016,"6447",9284187,2009
5506,"Documentaries","I Am Bolt",2016,"3564",19114231,9112
4231,"Dramas","I'm in Love with a Church Girl",2013,"6674",10374844,5981
1991,"Documentaries","Ice Guardians",2016,"6747",4671653,9179
5306,"Children & Family Movies","Kahlil Gibran's The Prophet",2014,"2891",7330838,8326
8853,"Anime Features","Miss Hokusai",2015,"3128",3221579,6740
5085,"Children & Family Movies","Monster High: Great Scarrier Reef",2016,"5796",2264900,9568
3119,"Children & Family Movies","Monster High: New Ghoul at School",2010,"5013",10570284,3228
8847,"Comedies","My Life as a Zucchini",2016,"3161",17594800,3315
4628,"Action & Adventure","Phantom Boy",2015,"4694",6778137,3620
9102,"Documentaries","The Free Man",2016,"5132",19757771,2652
6934,"Dramas","The Lion Woman",2016,"6808",13081858,9063
2052,"Comedies","The President's Barber",2004,"6311",12860982,3688
3279,"Dramas","Verónica",2017,"7290",14146201,3760
3363,"Children & Family Movies","Welcome to Monster High: The Origin Story",2016,"7199",10464073,7138
6132,"Dramas","Wrong Side Raju",2016,"9815",2971526,6103
2942,"Dramas","Bombshell",2016,"8457",10656228,6644
6737,"Dramas","Chatô: The King of Brazil",2015,"1531",10626007,3518
8944,"Dramas","Harud",2010,"2349",15956365,6165
8699,"Dramas","Much Ado About Nothing",2016,"5686",18117974,5555
3286,"Comedies","My Big Night",2015,"1945",3758638,7549
3536,"Children & Family Movies","My Little Pony Equestria Girls: Legend of Everfree",2016,"8130",4721956,4637
5529,"Dramas","Riphagen - The Untouchable",2016,"1789",8212204,9534
4907,"Dramas","Umrika",2015,"5535",4069197,5501
2530,"Documentaries","Unchained: The Untold Story of Freestyle Motocross",2016,"9058",8545335,4672
9901,"Comedies","Welcome Mr. President",2013,"5617",3939419,7440
5829,"Dramas","A Stoning in Fulham County",1988,"6692",7533575,2666
4526,"Dramas","Adam: His Song Continues",1986,"6381",1064309,4399
9648,"Dramas","Hard Lessons",1986,"8332",19460281,8481
4030,"Dramas","In Defense of a Married Man",1990,"7610",13016651,7349
4916,"Dramas","Quiet Victory: The Charlie Wedemeyer Story",1988,"4476",16503708,9953
9633,"Dramas","Strange Voices",1987,"2177",18983957,6509
9510,"Dramas","The Ryan White Story",1989,"8038",16038147,6476
3086,"Dramas","Too Young the Hero",1988,"3743",5727284,3063
9856,"Dramas","Triumph of the Heart",1991,"3082",17892109,7296
3150,"Dramas","Unspeakable Acts",1990,"7159",8449106,6115
4901,"Dramas","Victim of Beauty",1991,"3953",7633603,8483
8317,"Comedies","All's Well, End's Well (2009)",2009,"7548",12540640,9720
7275,"Dramas","Gabriel and the Mountain",2017,"7298",14356008,4715
6694,"Comedies","Lommbock",2017,"6766",5142934,9146
7566,"Action & Adventure","Outlaw King",2018,"4849",12191239,4702
9011,"Action & Adventure","Hit & Run",2012,"1315",8059923,4577
8286,"Comedies","Let It Snow",2019,"5187",10151627,9749
3129,"Action & Adventure","Paradise Beach",2019,"7024",13514866,2292
7921,"Dramas","Hope Springs Eternal",2018,"5564",8269872,8485
2171,"Dramas","The Desert Bride",2017,"1076",11780395,4624
7026,"Dramas","The Sea of Trees",2015,"2187",18060533,9172
